Redshift,K-band mag,K-band dmag
 0.119, 16.786, 0.009
 0.197, 19.071, 0.071
 0.045, 15.071, 0.002
 0.100, 21.389, 0.489
 0.089, 19.898, 0.146
 0.149, 18.023, 0.027
 0.166, 19.319, 0.088
 0.122, 15.882, 0.004
 0.130, 12.375, 0.000
 0.159, 21.491, 0.528
 0.170, 18.057, 0.028
 0.110, 20.297, 0.205
 0.088, 21.425, 0.503
 0.098, 21.247, 0.440
 0.157, 20.251, 0.198
 0.177, 17.249, 0.014
 0.123, 20.856, 0.325
 0.200, 20.582, 0.260
 0.086, 18.524, 0.043
 0.166, 21.011, 0.367
 0.181, 18.439, 0.040
 0.040, 16.231, 0.005
 0.135, 19.257, 0.083
 0.128, 16.328, 0.006
 0.133, 21.506, 0.533
 0.139, 16.631, 0.008
 0.083, 20.919, 0.341
 0.167, 19.541, 0.107
 0.145, 19.711, 0.124
 0.053, 16.554, 0.007
 0.177, 19.707, 0.124
 0.189, 19.947, 0.153
 0.109, 20.300, 0.206
 0.135, 16.725, 0.008
 0.038, 19.458, 0.100
 0.113, 20.641, 0.273
 0.176, 18.354, 0.037
 0.120, 20.882, 0.331
 0.184, 20.388, 0.222
 0.178, 18.844, 0.058
 0.151, 17.996, 0.027
 0.122, 19.242, 0.082
 0.116, 20.286, 0.204
 0.166, 17.275, 0.014
 0.176, 21.557, 0.553
 0.097, 19.688, 0.122
 0.061, 21.957, 0.731
 0.154, 21.539, 0.546
 0.106, 21.234, 0.436
 0.141, 21.606, 0.573
 0.072, 13.230, 0.000
 0.192, 20.333, 0.212
 0.155, 20.273, 0.201
 0.185, 20.214, 0.192
 0.079, 18.211, 0.033
 0.182, 21.772, 0.645
 0.177, 21.085, 0.389
 0.123, 15.649, 0.003
 0.134, 21.493, 0.528
 0.109, 20.592, 0.262
 0.147, 20.400, 0.224
 0.140, 21.231, 0.435
 0.097, 21.532, 0.544
 0.178, 15.976, 0.004
 0.144, 18.218, 0.033
 0.089, 20.488, 0.241
 0.186, 21.607, 0.574
 0.133, 21.719, 0.621
 0.127, 20.283, 0.203
 0.196, 20.270, 0.201
 0.160, 19.129, 0.075
 0.052, 18.875, 0.059
 0.174, 18.202, 0.032
 0.138, 21.621, 0.580
 0.067, 19.558, 0.109
 0.182, 17.787, 0.022
 0.074, 20.278, 0.202
 0.113, 14.298, 0.001
 0.058, 19.290, 0.086
 0.031, 19.754, 0.129
 0.158, 21.316, 0.464
 0.190, 21.884, 0.696
 0.124, 20.949, 0.350
 0.031, 19.864, 0.142
 0.194, 17.916, 0.025
 0.193, 19.695, 0.123
 0.136, 18.234, 0.033
 0.077, 18.331, 0.036
 0.141, 19.873, 0.143
 0.150, 21.683, 0.605
 0.077, 21.297, 0.457
 0.139, 19.182, 0.078
 0.141, 21.770, 0.644
 0.121, 19.403, 0.095
 0.076, 20.787, 0.307
 0.188, 19.422, 0.097
 0.104, 15.820, 0.004
 0.051, 19.582, 0.111
 0.158, 20.341, 0.213
 0.177, 16.280, 0.006
 0.185, 16.263, 0.005
 0.072, 18.992, 0.066
 0.075, 20.312, 0.208
 0.117, 21.552, 0.552
 0.189, 20.568, 0.257
 0.066, 21.103, 0.394
 0.132, 16.352, 0.006
 0.196, 21.537, 0.546
 0.163, 20.896, 0.335
 0.133, 20.920, 0.342
 0.127, 19.303, 0.087
 0.172, 21.833, 0.672
 0.150, 20.803, 0.311
 0.176, 21.954, 0.730
 0.126, 19.779, 0.132
 0.066, 21.733, 0.627
 0.139, 19.231, 0.082
 0.184, 20.997, 0.363
 0.069, 20.631, 0.271
 0.079, 20.483, 0.240
 0.176, 19.976, 0.156
 0.084, 20.833, 0.319
 0.182, 20.026, 0.163
 0.166, 20.567, 0.257
 0.121, 20.848, 0.323
 0.162, 18.061, 0.028
 0.135, 21.847, 0.679
 0.143, 20.087, 0.172
 0.070, 15.849, 0.004
 0.134, 18.721, 0.052
 0.124, 20.898, 0.336
 0.169, 21.496, 0.530
 0.180, 17.540, 0.018
 0.134, 21.685, 0.606
 0.190, 21.270, 0.448
 0.165, 19.653, 0.118
 0.140, 20.970, 0.356
 0.164, 21.200, 0.425
 0.182, 17.405, 0.016
 0.077, 19.573, 0.110
 0.149, 21.313, 0.463
 0.104, 20.794, 0.309
 0.147, 19.323, 0.089
 0.081, 21.906, 0.706
 0.154, 13.425, 0.000
 0.104, 17.874, 0.024
 0.186, 13.354, 0.000
 0.183, 20.690, 0.284
 0.179, 18.138, 0.031
 0.052, 17.311, 0.014
 0.199, 21.982, 0.744
 0.180, 21.024, 0.371
 0.127, 21.338, 0.471
 0.126, 16.056, 0.005
 0.199, 21.700, 0.613
 0.127, 15.925, 0.004
 0.128, 20.725, 0.292
 0.181, 20.984, 0.359
 0.134, 18.978, 0.065
 0.118, 21.826, 0.669
 0.071, 18.282, 0.035
 0.061, 19.537, 0.107
 0.117, 20.349, 0.215
 0.096, 21.011, 0.367
 0.104, 15.515, 0.003
 0.186, 19.885, 0.145
 0.152, 19.723, 0.126
 0.142, 21.714, 0.619
 0.038, 20.536, 0.251
 0.142, 17.926, 0.025
 0.175, 21.781, 0.649
 0.158, 21.563, 0.556
 0.184, 20.696, 0.286
 0.172, 21.153, 0.410
 0.185, 20.555, 0.254
 0.104, 21.632, 0.584
 0.188, 20.343, 0.214
 0.146, 21.444, 0.510
 0.098, 20.763, 0.301
 0.163, 20.964, 0.354
 0.146, 20.839, 0.320
 0.134, 21.726, 0.624
 0.080, 18.908, 0.061
 0.101, 21.105, 0.395
 0.124, 20.198, 0.189
 0.104, 21.834, 0.673
 0.181, 19.618, 0.115
 0.076, 20.745, 0.297
 0.164, 19.012, 0.067
 0.062, 19.776, 0.132
 0.086, 21.906, 0.707
 0.164, 21.172, 0.416
 0.143, 21.294, 0.456
 0.145, 18.774, 0.054
 0.150, 21.935, 0.720
 0.129, 18.811, 0.056
 0.127, 19.953, 0.153
 0.167, 19.811, 0.136
 0.160, 20.485, 0.240
 0.179, 20.479, 0.239
 0.046, 20.740, 0.296
 0.194, 18.762, 0.054
 0.024, 17.934, 0.025
 0.154, 18.650, 0.049
 0.147, 21.802, 0.658
 0.187, 20.743, 0.297
 0.119, 21.964, 0.735
 0.126, 21.364, 0.481
 0.121, 20.184, 0.187
 0.189, 18.338, 0.037
 0.178, 18.867, 0.059
 0.185, 17.605, 0.019
 0.196, 21.264, 0.446
 0.160, 21.346, 0.474
 0.143, 21.110, 0.396
 0.146, 20.128, 0.178
 0.050, 21.586, 0.565
 0.090, 21.641, 0.588
 0.188, 21.157, 0.411
 0.083, 21.280, 0.451
 0.199, 21.215, 0.430
 0.179, 21.483, 0.524
 0.057, 20.573, 0.258
 0.091, 21.221, 0.432
 0.125, 14.170, 0.001
 0.189, 21.247, 0.440
 0.180, 20.180, 0.186
 0.116, 19.460, 0.100
 0.113, 18.662, 0.049
 0.094, 21.823, 0.668
 0.182, 20.795, 0.309
 0.190, 17.303, 0.014
 0.112, 21.666, 0.598
 0.197, 21.870, 0.689
 0.157, 21.086, 0.389
 0.141, 21.171, 0.415
 0.144, 21.908, 0.707
 0.081, 15.133, 0.002
 0.093, 20.510, 0.245
 0.077, 20.924, 0.343
 0.200, 20.757, 0.300
 0.123, 21.729, 0.626
 0.146, 19.075, 0.071
 0.161, 21.424, 0.502
 0.139, 20.727, 0.293
 0.116, 17.056, 0.011
 0.096, 19.688, 0.122
 0.189, 21.457, 0.515
 0.143, 20.213, 0.192
 0.139, 21.800, 0.657
 0.137, 15.979, 0.004
 0.152, 17.504, 0.017
 0.084, 20.432, 0.230
 0.069, 20.535, 0.250
 0.104, 19.377, 0.093
 0.151, 21.085, 0.389
 0.051, 18.171, 0.031
 0.041, 21.263, 0.446
 0.178, 19.973, 0.156
 0.135, 21.024, 0.371
 0.103, 20.358, 0.216
 0.116, 21.353, 0.476
 0.159, 15.325, 0.002
 0.125, 21.466, 0.518
 0.129, 19.708, 0.124
 0.129, 20.746, 0.297
 0.168, 21.993, 0.749
 0.165, 21.095, 0.392
 0.138, 18.704, 0.051
 0.124, 21.872, 0.690
 0.192, 21.749, 0.634
 0.164, 21.266, 0.446
 0.155, 20.418, 0.227
 0.146, 20.009, 0.161
 0.126, 20.592, 0.262
 0.054, 20.945, 0.349
 0.186, 21.358, 0.478
 0.185, 21.830, 0.671
 0.185, 17.497, 0.017
 0.102, 20.866, 0.327
 0.192, 17.255, 0.014
 0.110, 19.609, 0.114
 0.052, 14.813, 0.001
 0.140, 13.791, 0.001
 0.043, 21.876, 0.692
 0.125, 21.731, 0.626
 0.076, 21.709, 0.617
 0.063, 20.056, 0.168
 0.169, 21.032, 0.373
 0.161, 14.521, 0.001
 0.164, 20.728, 0.293
 0.181, 18.048, 0.028
 0.044, 20.186, 0.187
 0.187, 21.750, 0.635
 0.146, 20.099, 0.174
 0.126, 20.157, 0.183
 0.148, 19.810, 0.136
 0.173, 20.921, 0.342
 0.170, 21.131, 0.403
 0.132, 21.549, 0.550
 0.178, 18.418, 0.039
 0.199, 19.266, 0.084
 0.085, 19.881, 0.144
 0.056, 17.261, 0.014
 0.177, 21.884, 0.696
 0.176, 21.751, 0.635
 0.099, 16.892, 0.010
 0.091, 20.692, 0.285
 0.109, 17.599, 0.019
 0.164, 21.838, 0.674
 0.155, 17.784, 0.022
 0.102, 21.358, 0.478
 0.194, 21.893, 0.700
 0.101, 21.376, 0.485
 0.048, 20.847, 0.323
 0.062, 20.741, 0.296
 0.044, 21.357, 0.478
 0.153, 20.487, 0.241
 0.170, 21.557, 0.553
 0.075, 19.935, 0.151
 0.161, 21.783, 0.649
 0.146, 20.432, 0.230
 0.188, 19.834, 0.138
 0.166, 14.235, 0.001
 0.110, 21.327, 0.467
 0.136, 21.522, 0.540
 0.077, 19.878, 0.144
 0.177, 17.207, 0.013
 0.088, 21.528, 0.542
 0.165, 16.627, 0.008
 0.079, 18.521, 0.043
 0.161, 21.696, 0.611
 0.113, 21.198, 0.424
 0.167, 21.265, 0.446
 0.161, 20.109, 0.175
 0.171, 20.964, 0.354
 0.173, 21.173, 0.416
 0.079, 18.940, 0.063
 0.152, 17.800, 0.022
 0.141, 21.594, 0.568
 0.192, 20.464, 0.236
 0.194, 19.397, 0.094
 0.070, 19.777, 0.132
 0.176, 21.080, 0.387
 0.193, 20.625, 0.270
 0.102, 20.655, 0.276
 0.166, 19.365, 0.092
 0.176, 20.413, 0.226
 0.089, 21.534, 0.544
 0.195, 18.810, 0.056
 0.056, 21.387, 0.489
 0.121, 21.661, 0.596
 0.145, 21.858, 0.684
 0.189, 18.237, 0.033
 0.098, 21.506, 0.534
 0.107, 21.539, 0.546
 0.120, 20.256, 0.199
 0.129, 18.834, 0.057
 0.144, 21.794, 0.654
 0.111, 15.813, 0.004
 0.101, 16.364, 0.006
 0.106, 21.902, 0.704
 0.181, 20.030, 0.164
 0.167, 20.324, 0.210
 0.191, 21.372, 0.483
 0.178, 20.620, 0.268
 0.036, 21.308, 0.461
 0.193, 17.463, 0.017
 0.111, 20.905, 0.338
 0.196, 20.127, 0.178
 0.135, 21.974, 0.740
 0.200, 21.025, 0.371
 0.179, 17.404, 0.016
 0.151, 18.176, 0.032
 0.097, 20.329, 0.211
 0.155, 21.045, 0.377
 0.137, 14.333, 0.001
 0.194, 20.070, 0.170
 0.150, 19.143, 0.075
 0.180, 21.472, 0.521
 0.123, 20.841, 0.321
 0.070, 17.210, 0.013
 0.151, 18.305, 0.036
 0.185, 20.601, 0.264
 0.182, 19.751, 0.129
 0.156, 21.481, 0.524
 0.123, 19.805, 0.135
 0.134, 16.805, 0.009
 0.026, 18.025, 0.028
 0.179, 20.732, 0.294
 0.146, 16.133, 0.005
 0.174, 19.962, 0.155
 0.196, 21.736, 0.629
 0.103, 20.353, 0.215
 0.173, 20.070, 0.170
 0.135, 21.091, 0.391
 0.111, 21.439, 0.508
 0.180, 21.445, 0.510
 0.167, 21.804, 0.659
 0.197, 15.813, 0.004
 0.149, 21.862, 0.686
 0.040, 18.301, 0.035
 0.104, 21.343, 0.473
 0.121, 21.588, 0.566
 0.058, 21.451, 0.512
 0.103, 21.444, 0.510
 0.105, 13.732, 0.001
 0.120, 20.827, 0.317
 0.048, 18.087, 0.029
 0.175, 18.845, 0.058
 0.188, 20.530, 0.249
 0.058, 18.831, 0.057
 0.140, 21.219, 0.431
 0.113, 21.821, 0.667
 0.153, 20.816, 0.314
 0.156, 21.125, 0.401
 0.170, 18.971, 0.065
 0.070, 19.485, 0.102
 0.117, 18.281, 0.035
 0.147, 13.075, 0.000
 0.116, 20.516, 0.247
 0.128, 21.329, 0.468
 0.142, 19.613, 0.114
 0.161, 20.645, 0.274
 0.122, 21.089, 0.390
 0.058, 19.611, 0.114
 0.167, 21.227, 0.433
 0.073, 17.218, 0.013
 0.200, 15.409, 0.003
 0.112, 20.543, 0.252
 0.188, 20.252, 0.198
 0.136, 21.762, 0.640
 0.123, 21.616, 0.577
 0.166, 19.945, 0.152
 0.123, 15.272, 0.002
 0.058, 20.697, 0.286
 0.107, 13.762, 0.001
 0.101, 21.384, 0.488
 0.150, 20.441, 0.232
 0.128, 20.028, 0.164
 0.108, 18.244, 0.034
 0.121, 19.294, 0.086
 0.107, 17.519, 0.017
 0.149, 16.580, 0.007
 0.035, 17.196, 0.013
 0.146, 19.592, 0.112
 0.110, 21.368, 0.482
 0.103, 14.932, 0.002
 0.132, 19.485, 0.102
 0.129, 20.846, 0.322
 0.023, 15.400, 0.002
 0.178, 20.865, 0.327
 0.156, 17.480, 0.017
 0.152, 13.582, 0.000
 0.176, 21.406, 0.496
 0.200, 20.095, 0.173
 0.071, 19.371, 0.092
 0.166, 21.067, 0.383
 0.085, 17.342, 0.015
 0.104, 21.166, 0.414
 0.182, 21.152, 0.409
 0.113, 18.340, 0.037
 0.123, 15.347, 0.002
 0.166, 21.814, 0.664
 0.155, 20.776, 0.305
 0.116, 20.344, 0.214
 0.083, 20.118, 0.177
 0.126, 20.978, 0.358
 0.127, 19.883, 0.145
 0.121, 21.917, 0.712
 0.091, 11.723, 0.000
 0.199, 21.131, 0.403
 0.111, 19.972, 0.156
 0.184, 19.811, 0.136
 0.139, 15.531, 0.003
 0.162, 20.999, 0.364
 0.073, 20.061, 0.168
 0.196, 19.346, 0.090
 0.193, 21.769, 0.643
 0.183, 21.320, 0.465
 0.081, 21.972, 0.739
 0.185, 19.685, 0.122
 0.186, 17.870, 0.024
 0.157, 19.757, 0.130
 0.167, 21.923, 0.715
 0.191, 20.053, 0.167
 0.180, 19.791, 0.133
 0.148, 21.854, 0.682
 0.114, 20.071, 0.170
 0.171, 19.839, 0.139
 0.196, 19.472, 0.101
 0.172, 19.619, 0.115
 0.073, 20.593, 0.263
 0.150, 16.741, 0.009
 0.060, 17.880, 0.024
 0.120, 21.206, 0.427
 0.051, 14.573, 0.001
 0.187, 18.205, 0.032
 0.187, 17.750, 0.021
 0.029, 16.616, 0.008
 0.198, 20.363, 0.217
 0.096, 21.711, 0.618
 0.186, 19.106, 0.073
 0.146, 20.971, 0.356
 0.140, 18.190, 0.032
 0.168, 21.632, 0.584
 0.161, 20.855, 0.325
 0.104, 21.048, 0.378
 0.194, 20.667, 0.279
 0.114, 21.023, 0.371
 0.150, 17.380, 0.015
 0.115, 18.198, 0.032
 0.093, 21.641, 0.588
 0.064, 21.909, 0.708
 0.195, 19.547, 0.108
 0.182, 20.646, 0.274
 0.087, 20.392, 0.222
 0.177, 21.065, 0.383
 0.128, 21.342, 0.473
 0.107, 21.873, 0.691
 0.198, 21.363, 0.480
 0.195, 15.937, 0.004
 0.128, 19.815, 0.136
 0.054, 20.773, 0.304
 0.183, 19.488, 0.102
 0.123, 21.935, 0.721
 0.106, 20.006, 0.160
 0.166, 17.532, 0.018
 0.155, 16.022, 0.004
 0.065, 20.342, 0.213
 0.194, 21.018, 0.369
 0.061, 20.589, 0.262
 0.163, 21.723, 0.623
 0.082, 21.064, 0.383
 0.087, 19.634, 0.116
 0.185, 21.785, 0.650
 0.128, 21.872, 0.691
 0.118, 20.279, 0.202
 0.161, 21.653, 0.593
 0.142, 21.632, 0.584
 0.180, 20.358, 0.216
 0.173, 19.337, 0.090
 0.047, 18.792, 0.055
 0.123, 21.994, 0.750
 0.172, 21.705, 0.615
 0.190, 18.552, 0.044
 0.080, 20.614, 0.267
 0.101, 20.393, 0.223
 0.028, 20.961, 0.353
 0.034, 20.404, 0.225
 0.067, 20.436, 0.231
 0.164, 14.468, 0.001
 0.176, 18.649, 0.048
 0.064, 21.145, 0.407
 0.181, 15.245, 0.002
 0.158, 21.838, 0.675
 0.174, 20.958, 0.352
 0.178, 20.687, 0.283
 0.196, 19.450, 0.099
 0.038, 21.173, 0.416
 0.171, 21.212, 0.428
 0.160, 21.821, 0.667
 0.129, 18.422, 0.040
 0.161, 17.212, 0.013
 0.145, 17.872, 0.024
 0.176, 19.101, 0.073
 0.114, 18.434, 0.040
 0.096, 21.938, 0.722
 0.180, 18.987, 0.066
 0.156, 21.203, 0.426
 0.067, 21.631, 0.584
 0.073, 14.998, 0.002
 0.177, 21.265, 0.446
 0.082, 15.562, 0.003
 0.072, 17.930, 0.025
 0.189, 19.414, 0.096
 0.171, 20.561, 0.256
 0.134, 19.854, 0.141
 0.073, 21.658, 0.595
 0.095, 19.991, 0.159
 0.104, 19.804, 0.135
 0.097, 20.438, 0.231
 0.087, 18.089, 0.029
 0.183, 16.472, 0.007
 0.056, 20.977, 0.357
 0.139, 19.910, 0.148
 0.171, 14.815, 0.001
 0.096, 15.684, 0.003
 0.143, 19.582, 0.111
 0.089, 20.402, 0.224
 0.047, 21.776, 0.646
 0.121, 21.337, 0.471
 0.083, 14.118, 0.001
 0.133, 13.413, 0.000
 0.106, 19.045, 0.069
 0.163, 20.684, 0.283
 0.109, 16.647, 0.008
 0.194, 20.581, 0.260
 0.146, 15.571, 0.003
 0.187, 18.583, 0.046
 0.188, 20.175, 0.185
 0.087, 18.185, 0.032
 0.185, 18.136, 0.030
 0.129, 20.584, 0.261
 0.171, 14.464, 0.001
 0.064, 21.573, 0.560
 0.086, 18.221, 0.033
 0.147, 17.117, 0.012
 0.176, 17.988, 0.027
 0.189, 21.804, 0.659
 0.060, 20.143, 0.180
 0.089, 21.087, 0.389
 0.189, 19.309, 0.087
 0.051, 18.848, 0.058
 0.139, 19.001, 0.066
 0.093, 19.413, 0.096
 0.199, 21.814, 0.663
 0.117, 21.898, 0.703
 0.170, 20.453, 0.234
 0.054, 20.962, 0.353
 0.199, 18.837, 0.057
 0.154, 19.348, 0.091
 0.073, 20.815, 0.314
 0.061, 20.006, 0.161
 0.198, 21.685, 0.607
 0.133, 16.459, 0.007
 0.180, 21.517, 0.538
 0.191, 20.921, 0.342
 0.182, 18.400, 0.039
 0.102, 19.731, 0.127
 0.039, 21.903, 0.705
 0.111, 20.963, 0.354
 0.144, 19.869, 0.143
 0.176, 20.159, 0.183
 0.086, 18.538, 0.044
 0.115, 21.514, 0.536
 0.052, 20.281, 0.203
 0.180, 16.112, 0.005
 0.170, 19.651, 0.118
 0.184, 20.731, 0.294
 0.189, 16.675, 0.008
 0.088, 21.692, 0.609
 0.117, 13.927, 0.001
 0.185, 18.310, 0.036
 0.143, 21.237, 0.437
 0.119, 20.628, 0.270
 0.134, 21.991, 0.748
 0.139, 20.638, 0.272
 0.127, 19.445, 0.099
 0.131, 21.520, 0.539
 0.179, 20.024, 0.163
 0.081, 20.919, 0.341
 0.187, 17.338, 0.015
 0.068, 20.872, 0.329
 0.191, 19.717, 0.125
 0.172, 21.971, 0.738
 0.152, 20.635, 0.272
 0.097, 17.755, 0.022
 0.174, 21.859, 0.684
 0.113, 20.913, 0.340
 0.036, 18.751, 0.053
 0.186, 21.997, 0.751
 0.128, 21.040, 0.375
 0.181, 20.306, 0.207
 0.090, 19.027, 0.068
 0.100, 20.151, 0.182
 0.077, 21.766, 0.642
 0.123, 20.518, 0.247
 0.159, 21.048, 0.378
 0.109, 20.010, 0.161
 0.045, 21.452, 0.513
 0.077, 19.320, 0.088
 0.150, 20.286, 0.204
 0.152, 21.920, 0.714
 0.171, 20.665, 0.279
 0.197, 18.243, 0.034
 0.131, 21.330, 0.469
 0.181, 18.515, 0.043
 0.190, 18.076, 0.029
 0.169, 20.544, 0.252
 0.176, 16.359, 0.006
 0.173, 21.207, 0.427
 0.153, 20.337, 0.213
 0.184, 20.639, 0.273
 0.142, 20.666, 0.279
 0.080, 20.980, 0.358
 0.103, 17.136, 0.012
 0.107, 20.005, 0.160
 0.185, 18.212, 0.033
 0.160, 21.791, 0.653
 0.183, 21.996, 0.751
 0.044, 19.758, 0.130
 0.050, 21.702, 0.614
 0.136, 18.562, 0.045
 0.098, 14.330, 0.001
 0.054, 20.259, 0.199
 0.148, 21.983, 0.744
 0.188, 17.075, 0.012
 0.186, 17.286, 0.014
 0.157, 20.840, 0.321
 0.147, 21.230, 0.434
 0.118, 21.286, 0.453
 0.187, 21.679, 0.604
 0.097, 20.770, 0.303
 0.184, 20.455, 0.234
 0.150, 15.065, 0.002
 0.062, 20.160, 0.183
 0.198, 21.026, 0.371
 0.173, 19.908, 0.148
 0.197, 19.946, 0.153
 0.087, 20.762, 0.301
 0.140, 21.757, 0.638
 0.123, 21.744, 0.632
 0.166, 19.388, 0.094
 0.173, 19.592, 0.112
 0.192, 17.301, 0.014
 0.175, 20.894, 0.335
 0.171, 16.489, 0.007
 0.075, 21.720, 0.622
 0.151, 17.827, 0.023
 0.163, 19.062, 0.070
 0.163, 19.150, 0.076
 0.122, 13.717, 0.001
 0.177, 21.225, 0.433
 0.162, 21.105, 0.395
 0.182, 20.937, 0.346
 0.142, 21.640, 0.587
 0.117, 20.228, 0.194
 0.174, 18.780, 0.055
 0.120, 18.714, 0.051
 0.184, 15.599, 0.003
 0.169, 21.919, 0.713
 0.141, 19.340, 0.090
 0.181, 20.941, 0.347
 0.077, 17.767, 0.022
 0.199, 21.313, 0.463
 0.105, 21.612, 0.576
 0.108, 21.643, 0.589
 0.114, 21.582, 0.564
 0.096, 21.774, 0.646
 0.143, 20.608, 0.266
 0.175, 21.739, 0.630
 0.182, 21.193, 0.422
 0.176, 21.516, 0.538
 0.063, 18.658, 0.049
 0.130, 19.728, 0.126
 0.188, 21.728, 0.625
 0.079, 19.804, 0.135
 0.138, 20.719, 0.291
 0.129, 21.091, 0.390
 0.178, 21.185, 0.420
 0.193, 20.666, 0.279
 0.186, 21.222, 0.432
 0.171, 20.236, 0.195
 0.191, 19.732, 0.127
 0.037, 20.113, 0.176
 0.167, 19.815, 0.136
 0.182, 21.881, 0.695
 0.140, 18.489, 0.042
 0.139, 21.885, 0.697
 0.084, 20.789, 0.308
 0.177, 21.186, 0.420
 0.116, 21.081, 0.387
 0.084, 20.551, 0.254
 0.168, 18.824, 0.057
 0.184, 20.412, 0.226
 0.199, 19.501, 0.104
 0.162, 19.282, 0.085
 0.105, 21.654, 0.593
 0.173, 18.316, 0.036
 0.101, 17.961, 0.026
 0.099, 19.883, 0.144
 0.157, 19.873, 0.143
 0.036, 20.709, 0.289
 0.085, 21.859, 0.684
 0.096, 19.312, 0.088
 0.141, 18.301, 0.035
 0.148, 21.321, 0.465
 0.150, 21.409, 0.497
 0.079, 16.913, 0.010
 0.131, 20.579, 0.260
 0.164, 18.979, 0.065
 0.199, 17.736, 0.021
 0.193, 17.962, 0.026
 0.066, 18.746, 0.053
 0.163, 19.558, 0.109
 0.177, 18.660, 0.049
 0.138, 20.396, 0.223
 0.189, 21.524, 0.540
 0.055, 21.137, 0.405
 0.097, 14.897, 0.002
 0.067, 20.628, 0.270
 0.073, 20.488, 0.241
 0.093, 18.798, 0.055
 0.137, 21.365, 0.481
 0.140, 20.125, 0.178
 0.199, 20.078, 0.171
 0.075, 14.463, 0.001
 0.086, 21.968, 0.736
 0.101, 18.822, 0.057
 0.083, 21.649, 0.591
 0.151, 21.478, 0.523
 0.055, 20.013, 0.162
 0.171, 21.605, 0.573
 0.132, 21.726, 0.624
 0.195, 17.643, 0.019
 0.185, 21.462, 0.516
 0.133, 18.782, 0.055
 0.174, 21.601, 0.571
 0.131, 21.238, 0.437
 0.167, 21.897, 0.702
 0.199, 19.636, 0.117
 0.165, 21.124, 0.401
 0.135, 14.353, 0.001
 0.111, 16.903, 0.010
 0.139, 20.250, 0.198
 0.126, 16.985, 0.011
 0.108, 13.224, 0.000
 0.129, 21.133, 0.404
 0.118, 21.921, 0.714
 0.119, 17.213, 0.013
 0.126, 19.921, 0.149
 0.158, 20.918, 0.341
 0.178, 19.357, 0.091
 0.159, 15.306, 0.002
 0.160, 20.462, 0.236
 0.176, 21.643, 0.589
 0.084, 21.112, 0.397
 0.198, 17.586, 0.018
 0.163, 13.506, 0.000
 0.051, 20.218, 0.192
 0.132, 18.374, 0.038
 0.192, 21.761, 0.640
 0.160, 13.863, 0.001
 0.170, 20.944, 0.348
 0.134, 18.021, 0.027
 0.160, 19.717, 0.125
 0.173, 19.418, 0.096
 0.163, 18.051, 0.028
 0.097, 21.909, 0.708
 0.184, 18.948, 0.063
 0.195, 21.198, 0.424
 0.126, 21.694, 0.611
 0.186, 19.741, 0.128
 0.192, 21.628, 0.582
 0.037, 20.974, 0.357
 0.094, 18.907, 0.061
 0.170, 20.457, 0.235
 0.086, 19.536, 0.107
 0.155, 20.864, 0.327
 0.076, 18.468, 0.041
 0.105, 21.253, 0.442
 0.133, 21.691, 0.609
 0.179, 21.319, 0.465
 0.198, 19.060, 0.070
 0.166, 21.907, 0.707
 0.047, 18.974, 0.065
 0.163, 21.220, 0.431
 0.164, 19.337, 0.090
 0.044, 19.324, 0.089
 0.188, 14.775, 0.001
 0.109, 20.681, 0.282
 0.119, 19.141, 0.075
 0.065, 21.719, 0.621
 0.087, 20.152, 0.182
 0.099, 19.602, 0.113
 0.191, 20.359, 0.216
 0.140, 20.842, 0.321
 0.118, 21.132, 0.403
 0.149, 19.413, 0.096
 0.156, 21.319, 0.465
 0.182, 19.053, 0.070
 0.177, 20.865, 0.327
 0.122, 19.116, 0.074
 0.177, 19.600, 0.113
 0.087, 21.433, 0.506
 0.163, 21.016, 0.368
 0.118, 20.387, 0.222
 0.166, 17.363, 0.015
 0.121, 20.119, 0.177
 0.087, 21.284, 0.453
 0.179, 20.939, 0.347
 0.138, 20.994, 0.362
 0.161, 18.803, 0.056
 0.159, 19.964, 0.155
 0.088, 21.403, 0.495
 0.180, 16.434, 0.006
 0.192, 21.383, 0.487
 0.163, 21.034, 0.374
 0.053, 20.803, 0.311
 0.126, 21.952, 0.729
 0.166, 20.072, 0.170
 0.129, 16.440, 0.006
 0.124, 19.660, 0.119
 0.128, 21.873, 0.691
 0.072, 21.982, 0.743
 0.107, 14.914, 0.002
 0.197, 21.709, 0.617
 0.185, 20.694, 0.285
 0.107, 20.833, 0.319
 0.181, 20.136, 0.179
 0.125, 21.512, 0.536
 0.153, 16.602, 0.007
 0.101, 21.630, 0.583
 0.146, 13.445, 0.000
 0.174, 19.724, 0.126
 0.150, 19.661, 0.119
 0.061, 16.059, 0.005
 0.087, 20.769, 0.303
 0.169, 20.489, 0.241
 0.030, 20.927, 0.343
 0.056, 18.594, 0.046
 0.138, 21.836, 0.674
 0.153, 21.357, 0.478
 0.124, 21.793, 0.654
 0.183, 18.679, 0.050
 0.183, 19.909, 0.148
 0.184, 19.810, 0.136
 0.163, 21.140, 0.406
 0.180, 21.366, 0.481
 0.138, 19.728, 0.126
 0.036, 20.990, 0.361
 0.123, 19.022, 0.068
 0.085, 21.930, 0.718
 0.162, 21.253, 0.442
 0.088, 20.900, 0.336
 0.133, 21.371, 0.483
 0.043, 17.755, 0.022
 0.177, 21.350, 0.476
 0.198, 21.944, 0.725
 0.103, 16.193, 0.005
 0.089, 19.298, 0.087
